"","id","file.name","mean.d","median.d","sd.d","start.end.d","total.d","stops","unique.stops","trip.length"
"24",2,12,15.2755517717826,17.5570498660794,6.02695495391216,8682.86752691759,10158.2419282354,54,18,666
"25",2,120,8.43657178746674,5.60892146495206,6.98303685877665,1107.32409438249,2016.34065720455,59,20,240
"26",2,121,14.1739685715706,16.7600715988924,6.85228928510925,8856.96105049582,10559.6065858201,51,18,746
"27",2,122,6.38919126797892,0.282842712474683,8.39105061435501,3670.95451483671,4612.99609548078,480,130,723
"28",2,123,15.4058232962401,17.0578427709957,6.27090897289857,9956.12333390864,18718.0753049318,58,28,1216
"29",2,124,11.0884892201353,14.4013888219158,7.6095031978918,3276.41001249844,4158.18345755075,151,24,376
"30",2,125,9.29028279635766,10.4148895973468,7.42521865168229,3611.98729233645,4589.39970140068,102,37,495
"31",2,126,15.9360512651828,18.3158391544367,6.39028635438935,9520.43888956806,14183.0856260127,85,28,891
"32",2,127,1.73274728283308,0.100000000000001,3.35058130290482,8.93756118860173,674.038693022069,389,40,390
"33",2,128,11.2394236908044,14.1735669469621,7.11901671721743,10125.3225059748,16735.5018756078,364,138,1490
"34",2,129,11.0889005159864,10.1485857909339,7.58526342025786,5710.20947076375,7562.6301519027,85,25,683
"35",2,13,12.5951165175369,13.7793323304623,4.6616738367359,10585.4042927042,13224.8723434137,100,24,1051
"36",2,130,16.3050602449443,17.8737236233961,5.77621277229278,12682.4784360156,21457.4592823466,76,30,1317
"37",2,131,8.23285013095497,8.39373879029354,7.34648183948705,3856.27030172938,7887.07042545486,353,82,959
"38",2,132,1.01321250028199,0,2.15470796696747,123.991290016678,251.276700069933,311,43,249
"39",2,133,14.2649513258025,16.085397104206,5.83330945568165,7613.85978462961,11882.7044543935,87,12,834
"40",2,134,4.41791542199507,3.84707681233419,3.71279648708988,873.464899123027,2111.76357171364,124,43,479
"41",2,135,11.6115910567036,14.7248089970635,6.9401102299211,8830.86764083802,10578.1594526569,254,80,912
"42",2,136,16.1538481097556,17.9869397063534,5.66381364463178,9815.21640158789,14522.3094506703,81,32,900
"43",2,137,13.2997726969868,15.1843669170545,5.85106320387487,8624.77126943086,17263.1049606889,148,37,1299
"44",2,138,14.7334041908753,17.317908177657,6.97578432963593,8773.23829210173,10608.0510174302,66,34,721
"45",2,139,5.83021731266568,4.26878459914181,5.18357339665883,2410.84927981821,3358.20517209543,106,28,577
"46",2,14,2.72038044391765,0.854400374531788,3.28164468554247,695.56269307662,971.175818478603,197,42,358
"47",2,140,5.04298734312396,4.88006015746228,4.03395460500826,818.223746905454,3994.04597575418,142,56,793
"48",2,141,10.52684660512,13.774251340817,6.4134437023312,3573.15189993373,4410.7487275453,75,29,420
"49",2,142,3.03102100114974,0.640312423743271,3.62300553238794,903.080489214555,2015.62896576457,396,69,666
"50",2,143,11.758595776629,12.4326183887385,5.77194689919694,8741.2452116389,16144.5520013117,95,27,1374
"51",2,144,2.55000556535939,0.6,3.62551804196098,634.050636779114,3932.10858178419,996,367,1543
"53",2,146,5.68530670179567,6.68505796534331,3.63342978449732,815.572694491423,1711.2773172405,71,33,302
"54",2,147,12.6939691494867,16.8291413922402,7.70378912178141,8820.15489263086,10599.4642398214,215,58,836
"55",2,148,11.2634678434501,13.7010948467632,6.29362288251148,3089.2818906665,3255.14220675708,77,15,290
"56",2,149,11.2766336348822,12.1264174429219,6.63383611785262,3893.16960971392,4905.33563117374,51,27,436
"57",2,15,5.59150826974179,6.16116872029976,4.71362325230145,2489.83010062936,3673.62093322036,244,86,658
"58",2,150,2.57411402310289,0.707106781186548,3.29031742731182,450.344312720834,635.806163706413,59,22,248
"59",2,151,8.2595071322255,11.0860272415325,5.44970370177211,2773.55881495237,3642.44264531144,112,38,442
"60",2,152,4.49204163634373,2.30217288664428,4.98891224987874,648.778082243844,777.123203087465,113,14,174
"61",2,153,12.4485601466487,12.40362850137,8.72535336838845,11629.33511642,15797.2228260972,325,46,1270
"62",2,154,14.1558673052747,18.2054804181962,7.91713255698235,6688.60383712476,10758.4591520088,144,35,761
"63",2,155,6.79470810371328,6.76239602507873,3.14383425324417,1245.39407819373,1488.04107471321,5,4,220
"64",2,156,11.5891799390223,15.8382448522556,7.56492858782644,2392.59886525092,2607.56548628002,68,15,226
"65",2,157,13.6961621318019,15.7155973478579,5.36965521589359,8819.61485837108,10395.3870580377,57,24,760
"66",2,158,6.11485344037934,7.68960337078582,4.78289000200351,1174.42724764031,1290.23407592004,83,17,212
"67",2,159,13.6459654571443,14.9482440440343,4.4934181442128,8815.91936498968,10302.7039201439,41,13,756
"68",2,16,12.6613205557141,15.4845083874174,9.17055068686826,15375.1140756744,18270.2855618955,235,96,1444
"69",2,160,12.4042971978789,14.4493915412472,5.59157665077341,9988.05594948286,14637.0706934971,56,24,1181
"70",2,161,12.1260115394231,12.2298814385096,6.69857338159356,3214.60809586488,4086.46588878557,76,21,338
"71",2,162,10.4437720156972,12.4277914369369,4.90691295796664,5721.45738252065,6673.57031803054,67,24,640
"72",2,163,12.8782538753418,16.0089036012135,7.40827051273829,10248.9338343069,15376.6351271581,288,39,1195
"73",2,164,4.90478347744933,4.19761837236307,3.72431807128328,1038.99987487968,1996.24687532188,49,24,408
"74",2,165,4.76785613975588,2.13775583264312,5.38952790392431,1228.88115780168,1358.83899983043,190,53,286
"75",2,166,16.2148983019774,18.9002645484129,7.21043859801266,7760.58723680109,9193.8473372212,64,23,568
"76",2,167,12.0495331298884,14.2772546380598,5.45339551873601,5602.66819649352,6085.01423059362,39,22,506
"77",2,168,7.50412808321603,7.78299279101332,5.45066485171303,8669.05527148143,10460.7545480031,610,67,1395
"78",2,169,4.90426612331751,4.14849370253831,5.00374863090454,1220.32720612137,1329.05611941905,133,26,272
"79",2,17,12.9338895031158,12.116517651537,5.962179918935,12716.0003538849,18508.3958789587,135,40,1432
"80",2,170,2.95763405070121,0.360555127546402,4.42101830896754,418.112245694861,576.738639886736,149,28,196
"81",2,171,14.4794809316954,16.2889533119842,6.03534155940377,8568.29166286956,10222.513537777,67,25,707
"82",2,172,15.2908811391182,18.6010752377379,8.2291506587417,10004.0180252736,18792.4929199763,178,58,1230
"83",2,173,14.4178037641311,17.1400116686075,6.81154304624984,8842.22472740882,10741.2638042777,69,36,746
"84",2,174,1.89860867624073,0.860232526704262,2.5514790334523,148.919105557346,989.17512032142,282,77,522
"85",2,175,6.28673608266082,6.93541635375985,3.44334846325787,1031.31009885485,7594.37718785427,155,69,1209
"86",2,176,12.6195672124263,16.0825884744641,7.85680100634296,8799.26837867785,10322.8059797647,294,51,819
"87",2,177,11.0883427426954,15.2161098839356,7.3796847707004,2060.16963379232,2738.82065744575,66,16,248
"88",2,178,12.450739097809,13.8361844451426,4.90191707155625,8296.51474897743,9848.53462636693,107,22,792
"89",2,179,13.4334452304182,16.2520767903677,7.21164010689371,3887.21229289063,4795.7399472593,25,11,358
"90",2,18,1.77951484537986,0.0999999999999943,3.90548362523734,661.102382388689,1245.6603917659,765,229,701
"91",2,180,4.87189648111416,4.43714971766401,4.97423943508315,666.054247039984,798.991022902723,79,18,165
"92",2,181,16.2715488650631,18.6077940659284,6.27310772691085,9547.30767494166,19281.7854050997,70,28,1186
"93",2,182,5.89529610959915,5.13873445121333,4.89417636827845,1352.77954597192,1933.65712394852,105,32,329
"94",2,183,11.450031082246,16.0330907812561,7.94434624452787,1088.47199780242,2530.45686917637,57,22,222
"95",2,184,16.1214517107967,18.2502053117272,6.98454839537732,9570.06489528676,19087.7988255833,104,35,1185
"96",2,185,3.34707441136511,2.64764045897474,3.26225050374872,465.170011931122,672.761956684388,85,48,202
"97",2,186,15.7091178768397,17.6533273892406,5.96064650627286,8726.26774801232,10210.9266199458,24,17,651
"98",2,187,9.45461146376796,10.4785495179438,7.4260361241805,2686.30283103004,3848.02686575356,120,25,408
"99",2,188,6.0208299075457,0.803112887414947,7.35201092064137,474.427286314773,6767.41281608137,830,136,1125
"100",2,189,10.6140355125319,11.5767007389842,6.29555916374983,2444.3954262762,4702.01773205163,106,20,444
"101",2,19,10.3117122536694,11.257886124846,7.82578044640953,8952.02736200019,11703.7934079148,329,92,1136
"102",2,190,8.3649591856411,5.84176363195276,8.34556573557091,3894.44854247684,5621.25257275082,429,48,673
"103",2,191,9.113988771096,8.31203682718563,8.58675271786472,9940.10868401347,15275.0451803569,1008,228,1677
"104",2,192,12.6401228525453,13.192801067249,4.46368464704999,7730.64538638269,9189.36931380042,49,26,728
"105",2,193,12.1597119053827,8.39344982709762,13.2061602940152,13857.8806882582,17254.631193738,157,46,1420
"106",2,194,7.9618118308977,7.43303437365925,6.47593925765749,2769.94981362479,3622.62438305845,146,39,456
"107",2,195,4.85241245686821,2.22036033111745,5.50804808900523,847.213036962959,1130.61210245029,96,41,234
"108",2,196,6.75889729353138,5.22393264925828,5.80523801879676,2193.73353213192,2933.36142539262,79,49,435
"109",2,197,13.7844884692817,15.5708060163884,5.43458950757331,8803.12050866055,10379.7198173691,81,42,754
"110",2,198,16.585991583619,18.4043473125238,5.95094263815832,9963.68105119789,14612.2585851684,64,29,882
"111",2,199,16.8815555169245,18.9264365372883,6.37386071020309,10231.7710627242,14973.939743512,71,27,888
"112",2,2,11.6833088935483,15.2210380723523,7.65099514581205,2848.7620925588,3469.94274138384,68,25,298
"113",2,20,13.1208027991649,15.071164520368,5.1530393236693,10704.9291095271,13422.5812635457,57,18,1024
"114",2,200,13.8414142694477,15.9110024825587,6.20191858160034,8839.24439417759,10699.4132302831,60,29,774
"115",2,21,4.93134242640287,2.64382766935519,5.33178139867988,752.495800652734,3481.52775304043,368,75,707
"116",2,22,7.26850697719483,5.25441019166308,7.16940584446766,3626.79698908003,5451.38023289612,358,89,751
"117",2,23,15.9235284942407,18.4458667456967,6.05510291559888,9056.72666806281,13996.7815464376,92,49,880
"118",2,24,13.7971307095772,17.2062457723844,7.23800869675182,5849.37894566594,7367.66779891421,94,26,535
"119",2,25,13.0118646792413,16.1554944214044,7.15293105217396,10135.4034749486,14846.5375990144,256,101,1142
"120",2,26,13.8819806297647,15.8091743964898,6.29109135327616,8699.96066657775,10883.4728137355,87,22,785
"121",2,27,12.8108699290364,15.055397680256,6.25688604717827,7571.80329908272,9736.26114606764,104,48,761
"122",2,28,11.9793494464871,12.0332871651934,5.62698095362621,10202.1857976612,14219.4877929802,65,25,1188
"123",2,29,11.285283075574,12.1644974384638,7.05475513369236,10214.5740988061,15912.2491365594,242,60,1411
"124",2,3,11.471039049052,13.5247920501571,5.86443718333347,4504.81769886418,10174.8116365091,70,30,888
"125",2,30,5.57037764944846,5.50363516232681,4.64632813862585,33.4104773985647,8884.75235087029,537,164,1596
"126",2,31,9.41761865304148,10.2,5.99636836327048,3902.99190493652,5038.42597937719,147,21,536
"127",2,32,11.5860997186616,14.7871565894191,7.19423139983891,2693.52012244201,3464.24381587982,80,15,300
"128",2,33,13.7848000447072,13.6862964827896,11.1164567414486,3094.24372827998,4852.24961573695,99,26,353
"129",2,34,14.0995896664669,15.2792307968322,5.20781763451796,8723.97872131747,15594.1461711124,67,23,1107
"130",2,35,1.61343349669256,0.14142135623731,2.62458832883632,194.271202189105,453.374812570608,194,55,282
"131",2,36,12.6295249988705,13.6561341528268,4.49394958474767,8939.21212244122,10570.9124240546,91,14,838
"132",2,37,7.85728999246513,3.42052627529741,8.25010343452683,2923.60201976945,3590.78152655656,104,43,458
"133",2,38,12.4188327129103,13.041067246843,7.6325050312109,3903.88123922847,4818.50709260918,71,27,389
"134",2,39,11.9315614354242,16.502424064361,8.69672220725068,8947.98272517331,10833.8577833652,244,72,909
"135",2,4,0.758421865183372,0,2.13320352062356,419.286405694246,797.859802172908,1185,225,1053
"136",2,40,11.1531344024456,13.3195345264014,6.83887768795466,3979.07339087884,4873.91973386871,39,25,438
"137",2,41,12.2146724002238,14.9320115682352,6.11618809388411,3878.69758037411,4714.86354648639,29,12,387
"138",2,42,15.0338225896659,16.8557106494972,5.64174050032937,8774.5821393386,10253.0670061522,69,24,683
"139",2,43,6.61354053015558,6.94622199472488,5.61744873118591,276.404504304832,6196.88747675578,415,131,938
"140",2,44,14.5611309863579,16.264679524359,6.27418425759145,11056.1736780859,18055.8024230837,116,42,1241
"141",2,45,5.05941568840534,4.50111097397076,4.21737546063536,1369.61566141746,5115.0692609778,245,92,1012
"142",2,46,14.3317718364481,16.2840410821806,7.68336196085816,16594.2564533636,20007.1534836815,189,47,1397
"143",2,47,12.1239689597746,14.266394078393,8.36826421170247,12199.5515696275,19580.2098700359,518,112,1616
"144",2,48,11.9275409487338,12.7275270295005,4.67153269930797,8649.7343548805,10138.4098064237,14,7,851
"145",2,49,11.355367866223,15.0003333296297,7.43779410013526,2311.78267360926,2532.24703416772,64,20,224
"146",2,5,11.8668375524023,13.9043152071214,8.21526762195295,3187.45461144155,13195.9233582714,393,73,1113
"147",2,50,14.340004759866,16.5068167563149,6.60308781828294,8741.95622787028,10296.1234175838,102,30,719
"148",2,51,6.88906961588692,6.80294054067798,4.08945962477205,1908.07705557192,2824.51854251364,45,19,411
"149",2,52,3.46581279692621,0.500000000000102,4.66303869332931,1728.54069376454,2193.85950045429,411,116,634
"150",2,53,4.41345085871513,1.42801098892804,5.04258401808963,922.765170560745,1827.16865550806,266,48,415
"151",2,54,15.9367837250221,17.330320250936,5.64254705974554,15746.2232617857,19315.3818747268,56,28,1213
"152",2,55,4.68599956805421,3.45668805730601,4.55519372652273,406.214832323981,1911.88782376612,114,49,409
"153",2,56,8.20147349276524,5.40370243444251,7.93067449439766,2840.64739100086,3649.65570428053,226,50,446
"154",2,57,13.7091633130912,15.2463110292297,5.37785185715033,10317.8339839329,17917.8764502102,98,49,1308
"155",2,58,5.82614826368513,5.8463663928974,6.12012892384343,1188.45351612926,1275.92646974704,111,40,220
"156",2,59,15.3563362738696,17.0496334271444,5.96601632475951,10212.2733708024,14941.7151944751,99,24,974
"157",2,6,14.3724452113591,16.2800491399749,5.37328455857845,10255.0618823096,15421.6337117883,78,19,1074
"158",2,60,5.11861921044461,0.412310562561744,6.93512219452284,3974.63701487318,5046.95854149838,752,193,987
"159",2,61,14.1709490707804,16.0654909666653,5.34937993032958,8639.07450714485,10103.8866874664,33,16,714
"160",2,62,10.0610201902693,10.285912696499,7.24252399774136,3861.84381351706,5302.1576402719,148,60,528
"161",2,63,17.3345084832802,18.9422807496881,6.21648993942045,12810.10911507,21581.4630616838,98,39,1246
"162",2,64,6.43304735689299,0.600000000000136,7.56783706976602,3928.84410736797,4824.78551766974,405,174,751
"163",2,65,7.26277501461485,4.15932686861698,7.16059390552932,2373.36561448084,4975.00088501117,201,77,686
"164",2,66,16.2364350719258,14.4170038496213,8.19281465909944,1153.16313243183,27244.7380506915,133,39,1679
"165",2,67,2.94473475954273,3.31209903233584,2.44538707736434,342.435775000218,532.996991477234,92,16,182
"166",2,68,14.5390545623118,16.9614268267737,6.77508047848657,8848.41512814583,10540.814557676,95,38,726
"167",2,69,11.2268007250685,7.63216876123677,9.99319720043815,6864.23024817787,7263.74006911933,242,53,648
"168",2,7,1.28769823539645,0.1,2.47423504461386,132.75428429998,408.200340620673,310,84,318
"169",2,70,14.6994262697107,16.6595318061463,6.19910004890438,8804.53256737687,10862.8760133162,60,39,740
"170",2,71,14.8897573529854,16.5530952288903,5.1861957779673,9331.95575696756,13758.1357941585,64,22,925
"171",2,72,15.1465874524474,16.6896671657892,6.25350305829825,9920.52064157925,14571.0171292544,60,28,963
"172",2,73,14.9981947023964,17.26644140112,5.55160333161409,14993.0536332663,16917.9636243032,79,31,1129
"173",2,74,9.63477153697675,9.63171843442283,5.97534532549447,2903.12841259218,3921.35201554954,67,31,408
"174",2,75,4.09988210369237,1.22065556157336,5.2631220547782,59.2939288629114,1594.85413833633,294,63,390
"175",2,76,8.43306150226918,9.75949929348775,5.8591327482137,2645.91675039106,3761.14543001206,87,41,447
"176",2,77,5.3422386081131,5.23545604508339,4.54928651740556,850.415574880893,1137.89682352809,71,30,214
"177",2,78,16.5500627270006,18.4837766703668,5.98316656699476,9929.87612410145,14580.6052624876,51,23,882
"178",2,79,13.5857228298079,16.2637592063197,6.73833430967899,8813.74012834506,10759.8924812078,100,46,793
"179",2,8,11.3556128107896,14.3000000000007,6.50010851364552,8832.14638522256,11594.0806798162,161,63,1022
"180",2,80,15.9548411027847,17.4506443196991,6.77559696953514,15763.177401146,24059.9003829994,49,29,1509
"181",2,81,13.8611187132437,15.7422996536695,5.47114227824586,8839.28007532288,10451.2835097858,56,25,755
"182",2,82,4.7626039831471,4.42831796509692,3.87035205419673,254.232275685051,1671.67399808463,62,32,352
"183",2,83,15.2750717019017,18.242518874209,7.29810982465454,8212.17093343776,9776.04588921709,57,39,641
"184",2,84,6.73954677569031,0.223606797749979,8.71480681354154,8851.51066880677,10574.3488910581,1151,276,1570
"185",2,85,11.6863410868534,14.0907731043528,6.05717924670366,8818.92208946195,10681.315753384,38,28,915
"186",2,86,3.47103598086431,1.18938729421573,4.10049809517019,724.700338070847,2415.84104268156,420,84,697
"187",2,87,15.2017117068367,17.3437168339671,6.56426821759787,10209.3606288543,14867.2740492862,96,31,979
"188",2,88,15.8353153756247,17.5145653671457,5.85269303463641,10034.5056011744,14742.6786147066,95,20,932
"189",2,89,13.9156009381091,17.3132875254073,7.28470713403971,8846.27051643799,10687.1815204678,99,41,769
"190",2,9,10.8256660191532,11.5277819284058,6.75704428611222,19.3932978113574,7469.70955321574,69,57,691
"191",2,90,10.4753444827262,9.74935895328516,7.19047855362435,5112.07400670217,6840.39994722022,74,32,654
"192",2,91,4.17305878537455,3.28252235575581,4.07876311218086,1530.98956560781,2328.566802239,235,91,559
"193",2,92,0.0493068213676988,0,0.127207912318929,2.05182845286832,9.02314831028887,309,34,184
"194",2,93,11.8839928458142,14.2003521083105,5.23289824717337,5659.33799132019,6785.7599149599,76,21,572
"195",2,94,13.8019876035937,16.100310556011,6.47796102960171,9967.35978933238,14837.1366738632,124,46,1076
"196",2,95,14.1048851764847,15.9411417407913,5.28292738974326,8524.60284705393,10000.3635901276,67,23,710
"197",2,96,4.00168017112822,2.20064321413911,4.29261504101868,856.018300038031,1160.48724962719,81,36,291
"198",2,97,0.0808146041879377,0,0.25628442228576,1.11803398874989,27.234521611335,559,58,338
"199",2,98,3.79684678602439,3.20624390837628,3.72793993325701,7.93095202355934,2000.93825623486,185,52,528
"200",2,99,6.00467107447294,6.91230786351418,4.14259603807337,88.1887180993125,1465.1397421714,110,16,245
